City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Cootamundra,AU,2022-08-31 18:01:58,-34.65,148.0333,40.95,93,14,3.38
295,Washougal,US,2022-08-31 18:01:09,45.5826,-122.3534,83.91,56,0,6.91
296,Milkovo,RU,2022-08-31 18:01:58,54.7167,158.6167,48.06,87,9,6.08
297,Jasper,US,2022-08-31 18:01:58,37.2001,-94.3502,88.68,35,0,1.99
298,Northam,GB,2022-08-31 18:01:59,51.0333,-4.2167,70.39,64,96,14.09
299,Cervo,ES,2022-08-31 18:01:59,43.6702,-7.4101,70.97,80,13,6.06
300,Vernon,CA,2022-08-31 18:01:59,50.2581,-119.2691,91.13,25,1,1.03
301,Broome,US,2022-08-31 18:02:00,42.2506,-75.833,76.62,54,40,6.91
302,Uruzgan,AF,2022-08-31 18:02:00,32.8333,66.0,74.75,23,0,2.19
303,Kruisfontein,ZA,2022-08-31 18:02:00,-34.0033,24.7314,55.89,69,0,15.17
304,Manggar,ID,2022-08-31 18:02:00,-2.8833,108.2667,79.16,83,54,6.06
305,Garowe,SO,2022-08-31 18:02:01,8.4054,48.4845,77.86,56,81,16.91
306,Pringsewu,ID,2022-08-31 18:02:01,-5.3582,104.9744,74.08,95,80,0.31
307,Guarapari,BR,2022-08-31 18:02:01,-20.6667,-40.4975,68.9,56,76,5.77
308,Nanakuli,US,2022-08-31 18:02:02,21.3906,-158.1547,80.11,72,37,9.04
309,Mehamn,NO,2022-08-31 17:59:20,71.0357,27.8492,44.55,76,40,8.05
310,Shetpe,KZ,2022-08-31 18:02:03,44.1667,52.1167,82.56,19,0,1.25
311,Saint-Augustin,CA,2022-08-31 18:02:04,51.226,-58.6502,70.05,83,97,18.68
312,Dikson,RU,2022-08-31 18:02:04,73.5069,80.5464,42.71,88,100,12.46
313,Fuerte Olimpo,PY,2022-08-31 18:02:04,-21.0415,-57.8738,97.84,19,0,9.75
314,Yazykovo,RU,2022-08-31 18:02:05,55.2199,56.1353,66.07,68,46,4.54
315,Lukovetskiy,RU,2022-08-31 18:02:05,64.2956,41.9211,47.77,57,100,12.28
316,Visby,SE,2022-08-31 17:58:54,57.6409,18.296,54.82,87,75,6.91
317,Nioro,GM,2022-08-31 18:03:06,13.35,-15.75,78.42,88,100,8.34
318,Komsomolskiy,UZ,2022-08-31 18:03:06,40.4272,71.7189,74.12,40,2,6.91
319,Coahuayana,MX,2022-08-31 18:03:07,18.7333,-103.6833,91.63,53,93,5.44
320,Pauini,BR,2022-08-31 18:03:07,-7.7136,-66.9764,99.52,26,12,1.95
321,Kempsey,AU,2022-08-31 18:03:08,-31.0833,152.8333,49.95,95,26,1.99
322,Sao Filipe,CV,2022-08-31 18:03:08,14.8961,-24.4956,77.34,77,93,7.63
323,Quetta,PK,2022-08-31 18:03:08,30.199,67.0097,74.66,42,2,1.45
324,Markova,UA,2022-08-31 18:03:09,48.6758,24.4138,61.32,64,96,0.45
325,Cayenne,GF,2022-08-31 18:03:09,4.9333,-52.3333,89.64,62,75,5.75
326,Zyryanka,RU,2022-08-31 18:03:11,65.75,150.85,46.13,50,94,5.5
327,Parit Buntar,MY,2022-08-31 18:03:11,5.1267,100.4932,83.95,89,100,3.56
328,Sukumo,JP,2022-08-31 18:03:12,32.9333,132.7333,77.18,95,99,3.71
329,Sitka,US,2022-08-31 18:03:12,57.0531,-135.33,57.09,88,75,3.44
330,Constitucion,CL,2022-08-31 18:03:12,-35.3333,-72.4167,54.81,79,100,7.96
331,Aketi,CD,2022-08-31 18:03:13,2.7388,23.7833,71.85,97,100,2.39
332,Labuhan,ID,2022-08-31 18:03:13,-6.8844,112.2051,76.8,87,62,6.08
333,Clyde River,CA,2022-08-31 18:03:14,70.4692,-68.5914,43.07,60,100,5.95
334,Kenitra,MA,2022-08-31 18:02:18,34.261,-6.5802,77.76,68,96,8.9
335,Marshall,US,2022-08-31 17:58:19,34.3834,-86.3333,88.32,46,0,6.91
336,Springbok,ZA,2022-08-31 18:03:14,-29.6643,17.8865,71.85,27,89,11.5
337,Mutis,CO,2022-08-31 18:03:15,6.2262,-77.4044,80.91,80,40,6.51
338,Thompson,CA,2022-08-31 18:03:15,55.7435,-97.8558,46.44,57,100,3.53
339,Hemsedal,NO,2022-08-31 18:03:16,60.8629,8.5534,56.64,59,46,2.86
340,Teguldet,RU,2022-08-31 18:03:16,57.3064,88.1667,57.07,99,100,3.65
341,Ribeira Grande,PT,2022-08-31 18:03:16,38.5167,-28.7,77.4,78,20,8.05
342,Narsaq,GL,2022-08-31 18:03:17,60.9167,-46.05,52.02,47,6,0.92
343,Tabat,ID,2022-08-31 18:03:17,-2.635,115.2274,71.98,98,22,1.36
344,Sabha,LY,2022-08-31 18:03:18,27.0377,14.4283,93.27,18,0,11.59
345,Vestmannaeyjar,IS,2022-08-31 18:03:18,63.4427,-20.2734,50.99,93,100,21.85
346,Chernyy Yar,RU,2022-08-31 18:03:18,48.0624,46.1091,83.89,22,2,2.64
347,Coquimbo,CL,2022-08-31 18:03:19,-29.9533,-71.3436,54.41,77,96,5.64
348,Rocha,UY,2022-08-31 17:58:26,-34.4833,-54.3333,67.3,62,75,9.64
349,The Pas,CA,2022-08-31 18:03:19,53.8251,-101.2541,76.98,47,14,5.1
350,Ailigandi,PA,2022-08-31 18:03:20,9.2333,-78.0167,82.83,77,49,3.74
351,Nargana,PA,2022-08-31 18:03:21,9.4428,-78.5906,83.7,72,80,6.33
352,Mabaruma,GY,2022-08-31 18:03:21,8.2,-59.7833,86.02,62,100,5.32
353,Socorro,US,2022-08-31 18:03:22,31.6546,-106.3033,78.51,61,75,16.11
354,Mombetsu,JP,2022-08-31 18:01:41,44.3525,143.3525,61.5,96,100,7.4
355,Harper,LR,2022-08-31 18:03:22,4.375,-7.7169,75.54,86,92,13.06
356,Ballina,AU,2022-08-31 18:03:23,-28.8667,153.5667,56.79,92,16,7.47
357,Ostersund,SE,2022-08-31 18:03:23,63.1792,14.6357,50.61,76,20,57.0
358,Callaway,US,2022-08-31 18:01:46,30.153,-85.5699,91.98,70,0,4.0
359,Diffa,NE,2022-08-31 18:03:24,13.3154,12.6113,87.57,50,51,4.5
360,Olindina,BR,2022-08-31 18:02:24,-11.3667,-38.3333,77.94,44,93,16.04
361,Vangaindrano,MG,2022-08-31 18:03:24,-23.35,47.6,65.16,63,7,8.77
362,Vardo,NO,2022-08-31 18:03:24,70.3705,31.1107,44.58,65,75,10.36
363,Lethem,GY,2022-08-31 18:03:25,3.3803,-59.7968,86.38,62,85,4.09
364,Kargasok,RU,2022-08-31 18:03:25,59.0556,80.8572,52.66,69,100,4.21
365,Asyut,EG,2022-08-31 18:03:26,27.181,31.1837,92.8,20,0,12.28
366,Kawalu,ID,2022-08-31 18:04:26,-7.3817,108.2082,72.1,98,97,1.05
367,Loandjili,CG,2022-08-31 18:04:26,-4.7561,11.8578,74.79,83,46,9.75
368,Birao,CF,2022-08-31 18:04:27,10.2849,22.7882,67.19,95,91,7.72
369,Saint-Joseph,RE,2022-08-31 18:04:27,-21.3667,55.6167,68.38,80,30,3.22
370,Funchal,PT,2022-08-31 18:00:25,32.6333,-16.9,77.72,75,40,14.97
371,Buin,CL,2022-08-31 18:00:08,-33.7333,-70.75,54.73,78,100,4.36
372,Sambava,MG,2022-08-31 18:04:27,-14.2667,50.1667,68.7,83,13,3.09
373,Zhigansk,RU,2022-08-31 18:04:28,66.7697,123.3711,41.72,82,100,8.86
374,Gamba,GA,2022-08-31 18:04:28,-2.65,10.0,74.97,85,86,9.6
375,Tuy Hoa,VN,2022-08-31 18:04:28,13.0833,109.3,77.43,89,42,4.23
376,Ardakan,IR,2022-08-31 18:04:29,32.31,54.0175,81.55,11,0,4.83
377,Gold Coast,AU,2022-08-31 18:00:29,-28.0,153.4333,60.87,90,55,8.05
378,Peterhead,GB,2022-08-31 18:04:29,57.5058,-1.7981,57.6,69,13,5.48
379,Isiro,CD,2022-08-31 18:04:29,2.7739,27.616,66.83,94,100,2.73
380,Goderich,CA,2022-08-31 18:01:03,43.7501,-81.7165,71.91,61,8,19.48
381,Pemba,MZ,2022-08-31 18:04:30,-12.974,40.5178,76.03,70,0,24.76
382,Tarko-Sale,RU,2022-08-31 18:04:30,64.9225,77.785,40.5,86,71,10.8
383,Talcahuano,CL,2022-08-31 18:04:30,-36.7167,-73.1167,53.8,77,93,9.24
384,Pekan,MY,2022-08-31 18:04:31,3.4836,103.3996,78.15,87,100,3.11
385,Kasongo,CD,2022-08-31 18:04:31,-4.45,26.6667,80.74,51,88,3.56
386,Peniche,PT,2022-08-31 18:03:44,39.3558,-9.3811,74.28,82,19,11.52
387,Staryy Nadym,RU,2022-08-31 18:04:31,65.6118,72.6842,41.76,75,83,8.23
388,Kudahuvadhoo,MV,2022-08-31 18:04:32,2.6708,72.8944,80.98,75,100,17.43
389,Viransehir,TR,2022-08-31 18:04:32,37.2353,39.7631,94.93,12,1,7.36
390,Glendive,US,2022-08-31 18:04:32,47.1053,-104.7125,90.48,28,0,5.75
391,Slave Lake,CA,2022-08-31 18:04:09,55.2834,-114.769,77.13,36,26,1.79
392,Saskylakh,RU,2022-08-31 18:04:33,71.9167,114.0833,40.19,95,100,13.85
393,Adwa,ET,2022-08-31 18:04:33,14.1646,38.8955,65.32,75,88,3.44
394,Tabou,CI,2022-08-31 18:04:33,4.423,-7.3528,75.07,90,92,12.17
395,Changji,CN,2022-08-31 18:04:34,44.0167,87.3167,72.39,35,0,4.47
396,Kizema,RU,2022-08-31 18:04:34,61.113,44.8302,48.09,94,100,11.88
397,Ndungu,TZ,2022-08-31 18:04:34,-4.3667,38.05,70.52,67,52,3.85
398,Svetlogorsk,BY,2022-08-31 18:04:34,52.6333,29.7333,53.33,63,52,3.69
399,Do Gonbadan,IR,2022-08-31 18:04:35,30.3586,50.7981,87.44,37,0,0.45
400,Kyren,RU,2022-08-31 18:04:35,51.6828,102.1408,52.56,63,17,2.89
401,Zemio,CF,2022-08-31 18:04:35,5.0314,25.1361,69.06,98,100,3.51
402,Joura,IN,2022-08-31 18:04:36,26.3411,77.8115,84.74,71,90,5.14
403,Chuy,UY,2022-08-31 18:04:36,-33.6971,-53.4616,63.72,68,85,7.47
404,Saint-Francois,FR,2022-08-31 18:00:44,46.4154,3.9054,78.24,44,0,8.05
405,San Jeronimo,PE,2022-08-31 18:04:36,-11.9472,-75.2829,65.35,33,21,2.75
406,Wanaka,NZ,2022-08-31 18:03:03,-44.7,169.15,45.73,96,89,4.12
407,Toora-Khem,RU,2022-08-31 18:05:37,52.4675,96.11,48.88,80,47,1.99
408,Alanya,TR,2022-08-31 18:05:37,36.5438,31.9998,80.73,61,0,4.07
409,Sihora,IN,2022-08-31 18:05:37,23.4833,80.1167,76.98,91,100,1.9
410,Mogadishu,SO,2022-08-31 18:05:38,2.0371,45.3438,76.03,84,63,19.77
411,Santa Isabel Do Rio Negro,BR,2022-08-31 18:05:38,-0.4139,-65.0192,94.5,40,20,2.73
412,Hamilton,US,2022-08-31 18:04:10,39.1834,-84.5333,84.25,50,0,5.75
413,Sangar,RU,2022-08-31 18:05:38,63.9242,127.4739,40.32,89,100,6.93
414,Mach,PK,2022-08-31 18:05:39,29.8637,67.3298,81.41,65,9,0.38
415,Port-Cartier,CA,2022-08-31 18:05:39,50.0334,-66.8654,66.42,98,99,7.11
416,Craig,US,2022-08-31 18:05:39,40.5153,-107.5464,82.35,18,0,5.75
417,Tonj,SS,2022-08-31 18:05:40,7.2737,28.6822,71.26,96,100,4.81
418,Todos Santos,MX,2022-08-31 18:05:40,23.45,-110.2167,83.66,83,94,7.9
419,Cabedelo,BR,2022-08-31 18:00:57,-6.9811,-34.8339,83.07,70,99,20.07
420,Half Moon Bay,US,2022-08-31 18:05:40,37.4636,-122.4286,76.82,73,0,13.8
421,Maumere,ID,2022-08-31 18:05:41,-8.6199,122.2111,77.38,85,83,4.56
422,Tonbridge,GB,2022-08-31 18:05:41,51.1924,0.2753,69.85,58,65,5.01
423,Quatre Cocos,MU,2022-08-31 18:05:41,-20.2078,57.7625,67.08,76,7,5.64
424,Bambanglipuro,ID,2022-08-31 18:05:41,-7.95,110.2833,75.09,93,97,6.58
425,Camacha,PT,2022-08-31 18:05:42,33.0833,-16.3333,71.02,64,40,13.8
426,Tari,NG,2022-08-31 18:05:42,12.4086,4.4914,82.69,69,97,9.19
427,Talakan,RU,2022-08-31 18:05:42,50.3167,130.3667,53.87,96,67,3.29
428,Denizli,TR,2022-08-31 18:05:43,37.8402,29.0698,80.17,52,20,4.99
429,Horta,PT,2022-08-31 18:01:50,38.5333,-28.6333,76.64,78,20,8.05
430,Asau,RO,2022-08-31 18:05:43,46.4333,26.4,63.52,93,90,3.36
431,Lasa,IT,2022-08-31 18:05:43,46.6166,10.7002,62.69,89,71,3.94
432,Waingapu,ID,2022-08-31 18:05:44,-9.6567,120.2641,75.36,83,84,5.08
433,Traverse City,US,2022-08-31 18:05:44,44.7631,-85.6206,78.87,52,20,19.57
434,Tamandare,BR,2022-08-31 18:05:44,-8.7597,-35.1047,77.11,71,93,14.36
435,Huimilpan,MX,2022-08-31 18:05:44,20.372,-100.2774,67.1,59,87,10.56
436,Formosa,AR,2022-08-31 18:05:45,-26.1775,-58.1781,84.18,34,0,13.8
437,Pontes E Lacerda,BR,2022-08-31 18:05:45,-15.2261,-59.3353,101.82,15,1,4.59
438,Salekhard,RU,2022-08-31 18:05:45,66.53,66.6019,41.47,83,92,5.97
439,Olafsvik,IS,2022-08-31 18:04:12,64.8945,-23.7142,46.78,86,100,19.8
440,Waitara,NZ,2022-08-31 18:05:46,-38.925,174.25,52.48,83,71,4.36
441,Coos Bay,US,2022-08-31 18:03:23,43.3665,-124.2179,59.23,94,100,4.61
442,Mount Isa,AU,2022-08-31 18:05:46,-20.7333,139.5,69.57,60,72,4.61
443,La Ronge,CA,2022-08-31 18:03:10,55.1001,-105.2842,75.2,43,26,7.81
444,Chumikan,RU,2022-08-31 18:05:46,54.7183,135.315,52.66,86,21,6.15
445,Coihaique,CL,2022-08-31 18:05:47,-45.5752,-72.0662,50.09,69,95,9.6
446,Vila Do Maio,CV,2022-08-31 18:05:47,15.1333,-23.2167,77.79,80,100,12.08
447,Kuching,MY,2022-08-31 18:05:47,1.55,110.3333,77.22,94,20,0.0
448,Mirabad,AF,2022-08-31 18:01:50,30.4362,61.8383,86.67,12,2,11.88
449,Simpsonville,US,2022-08-31 18:03:38,34.7371,-82.2543,91.18,44,40,4.61
450,Yaan,NG,2022-08-31 18:05:48,7.3833,8.5667,74.14,92,99,6.76
451,Jumla,NP,2022-08-31 18:05:48,29.2747,82.1838,61.2,94,74,0.89
452,College,US,2022-08-31 18:05:48,64.8569,-147.8028,58.46,73,75,5.75
453,Namwala,ZM,2022-08-31 18:05:49,-15.7504,26.4384,75.22,27,40,7.96
454,Fairbanks,US,2022-08-31 18:06:49,64.8378,-147.7164,58.48,74,40,5.75
455,Kahului,US,2022-08-31 18:06:49,20.8947,-156.47,80.83,78,40,18.41
456,Ahipara,NZ,2022-08-31 18:06:49,-35.1667,173.1667,51.01,83,100,4.94
457,Sikasso,ML,2022-08-31 18:06:50,10.9167,-7.0,77.4,85,77,2.1
458,Kyra,RU,2022-08-31 18:06:50,49.5776,111.9753,40.87,64,7,3.38
459,Santiago Del Estero,AR,2022-08-31 18:04:00,-27.7951,-64.2615,82.94,18,0,15.55
460,Vostok,RU,2022-08-31 18:06:50,46.4856,135.8833,50.11,95,0,4.18
461,Boyolangu,ID,2022-08-31 18:06:51,-8.1181,111.8935,73.54,95,84,2.57
462,Balayong,PH,2022-08-31 18:06:51,9.4744,123.0623,75.76,89,100,4.25
463,Panzhihua,CN,2022-08-31 18:06:51,26.5851,101.7128,67.28,95,100,3.24
464,Vanavara,RU,2022-08-31 18:06:52,60.34,102.2797,42.26,97,58,10.22
465,Pombas,CV,2022-08-31 18:06:52,17.1503,-25.0201,76.24,87,96,14.29
466,Fukue,JP,2022-08-31 18:06:52,32.6881,128.8419,79.99,87,55,12.73
467,Shingu,JP,2022-08-31 18:06:52,33.7333,135.9833,76.98,93,83,3.18
468,Eyl,SO,2022-08-31 18:06:53,7.9803,49.8164,77.34,76,94,21.03
469,Zonnebeke,BE,2022-08-31 18:06:53,50.8726,2.9873,75.81,59,70,3.0
470,Kirkuk,IQ,2022-08-31 18:06:53,35.4681,44.3922,96.69,9,0,3.29
471,Yamada,JP,2022-08-31 18:06:54,39.4667,141.95,73.18,95,99,7.54
472,Alekseyevka,RU,2022-08-31 18:06:54,50.6309,38.6903,70.74,50,19,6.96
473,Morant Bay,JM,2022-08-31 18:06:54,17.8815,-76.4093,84.7,70,100,10.49
474,Atambua,ID,2022-08-31 18:06:54,-9.1061,124.8925,70.84,89,50,4.09
475,Otane,NZ,2022-08-31 18:06:55,-39.8833,176.6333,39.0,90,41,2.77
476,Seydi,TM,2022-08-31 18:06:55,39.4816,62.9137,83.34,14,0,10.2
477,Meulaboh,ID,2022-08-31 18:06:55,4.1363,96.1285,76.14,90,100,5.59
478,Martapura,ID,2022-08-31 18:06:56,-3.4167,114.85,73.49,100,14,1.14
479,Kavieng,PG,2022-08-31 18:06:56,-2.5744,150.7967,82.62,70,39,16.44
480,Mayo,US,2022-08-31 18:06:56,38.8876,-76.5119,85.17,50,20,15.99
481,Port Macquarie,AU,2022-08-31 18:06:56,-31.4333,152.9167,50.9,89,36,6.22
482,Tsimlyansk,RU,2022-08-31 18:06:57,47.6461,42.1019,81.93,29,11,6.46
483,Xinxiang,CN,2022-08-31 18:06:57,35.3089,113.8672,70.3,75,72,2.77
484,Khuzhir,RU,2022-08-31 18:06:57,53.1939,107.3397,55.98,70,18,10.0
485,Monschau,DE,2022-08-31 18:06:58,50.55,6.25,70.47,65,43,4.61
486,Ossora,RU,2022-08-31 18:06:58,59.2353,163.0719,44.78,71,83,8.41
487,Tosya,TR,2022-08-31 18:06:58,41.0155,34.0401,74.82,38,3,4.52
488,Aksarka,RU,2022-08-31 18:06:58,66.5606,67.7975,44.82,65,99,2.24
489,Bayir,TR,2022-08-31 18:06:59,37.2687,28.2167,75.72,74,3,1.74
490,Crossville,US,2022-08-31 18:06:59,35.949,-85.0269,83.19,49,0,1.99
491,Juneau,US,2022-08-31 18:06:59,58.3019,-134.4197,55.4,96,75,6.91
492,Sinazongwe,ZM,2022-08-31 18:07:00,-17.2614,27.4618,75.31,47,30,1.95
493,Lapa,BR,2022-08-31 18:07:00,-25.7697,-49.7158,65.32,48,31,6.42
494,Yuci,CN,2022-08-31 18:07:00,37.6803,112.7319,56.95,77,0,2.24
495,Dossor,KZ,2022-08-31 18:07:00,47.5272,52.9811,82.49,19,12,6.62
496,San Quintin,MX,2022-08-31 18:07:01,30.4833,-115.95,77.9,68,6,9.6
497,Naze,JP,2022-08-31 18:07:01,28.3667,129.4833,81.3,84,99,15.82
498,Saldanha,ZA,2022-08-31 18:07:01,-33.0117,17.9442,63.75,45,4,9.89
499,Ambulu,ID,2022-08-31 18:07:02,-8.345,113.6058,73.6,93,82,2.57
500,Alofi,NU,2022-08-31 18:07:02,-19.0595,-169.9187,75.7,78,27,8.16
501,Eseka,CM,2022-08-31 18:07:03,3.65,10.7667,71.37,99,95,2.84
502,Port Augusta,AU,2022-08-31 18:07:03,-32.5,137.7667,48.65,72,96,6.49
503,Igarka,RU,2022-08-31 18:08:03,67.4667,86.5833,38.32,89,100,8.52
504,Sulangan,PH,2022-08-31 18:08:04,11.1373,123.7228,84.09,73,98,7.63
505,Nova Olimpia,BR,2022-08-31 18:08:04,-14.7972,-57.2881,102.02,13,1,5.35
506,Bloomingdale,US,2022-08-31 18:08:04,27.8936,-82.2404,95.58,65,40,5.75
507,Pandan Niog,PH,2022-08-31 18:08:05,6.2282,120.5631,82.62,71,73,2.01
508,Campeche,MX,2022-08-31 18:06:03,19.0,-90.5,94.01,39,82,4.14
509,Iquitos,PE,2022-08-31 18:05:27,-3.7481,-73.2472,87.84,62,75,3.44
510,Turukhansk,RU,2022-08-31 18:08:05,65.8167,87.9833,37.15,95,100,9.78
511,Byron Bay,AU,2022-08-31 18:04:19,-28.65,153.6167,56.71,92,18,8.55
512,Hellvik,NO,2022-08-31 18:08:06,59.9156,5.781,63.16,83,47,2.86
513,Kangaatsiaq,GL,2022-08-31 18:08:06,68.3065,-53.4641,39.02,75,100,14.67
514,Minab,IR,2022-08-31 18:08:06,27.1467,57.0801,89.04,53,97,4.94
515,Morada Nova,BR,2022-08-31 18:08:07,-5.1067,-38.3725,96.71,25,49,9.86
516,Le Port,RE,2022-08-31 18:08:07,-20.9373,55.2919,69.8,71,6,5.75
517,Teguise,ES,2022-08-31 18:05:35,29.0605,-13.564,75.42,73,0,18.41
518,Plessisville,CA,2022-08-31 18:04:59,46.2186,-71.762,71.08,62,85,14.29
519,Tokonou,GN,2022-08-31 18:08:08,9.65,-9.7833,70.95,95,94,4.65
520,Khani,GE,2022-08-31 18:08:08,41.9563,42.9566,69.37,36,15,4.25
521,Nabire,ID,2022-08-31 18:08:09,-3.3667,135.4833,76.39,89,97,2.21
522,Rovaniemi,FI,2022-08-31 18:08:09,66.5,25.7167,47.61,76,40,5.75
523,Smithers,CA,2022-08-31 18:03:58,54.7804,-127.1743,64.18,64,98,3.13
524,Katsuura,JP,2022-08-31 18:04:13,35.1333,140.3,80.08,89,83,17.07
525,Wanxian,CN,2022-08-31 18:08:10,30.8039,108.3897,67.86,95,100,3.42
526,Alugan,PH,2022-08-31 18:08:10,12.2188,125.4808,78.3,88,100,6.35
527,Apsheronsk,RU,2022-08-31 18:08:11,44.46,39.73,74.48,50,0,4.5
528,Namibe,AO,2022-08-31 18:08:11,-15.1961,12.1522,64.83,89,23,14.16
529,Ondo,NG,2022-08-31 18:08:11,7.1,4.8333,71.85,97,100,4.52
530,Luganville,VU,2022-08-31 18:08:12,-15.5333,167.1667,76.46,82,100,12.64
531,Pavlovsk,RU,2022-08-31 18:08:12,50.4578,40.1081,73.63,43,38,6.33
532,Muravlenko,RU,2022-08-31 18:08:12,63.7898,74.523,45.19,65,100,6.78
533,Diamantino,BR,2022-08-31 18:08:13,-14.4086,-56.4461,100.44,14,5,7.02
534,Urumqi,CN,2022-08-31 18:08:13,43.801,87.6005,68.95,35,0,4.47
535,Chililabombwe,ZM,2022-08-31 18:08:13,-12.3648,27.8229,71.06,34,47,5.21
536,Tupanatinga,BR,2022-08-31 18:08:14,-8.7533,-37.3397,71.17,67,88,17.54
537,Salalah,OM,2022-08-31 18:08:14,17.0151,54.0924,78.89,78,75,5.75
538,Jaru,BR,2022-08-31 18:08:15,-10.4389,-62.4664,101.84,17,0,3.85
539,Ocu,JP,2022-08-31 18:08:15,35.0044,135.8683,80.78,89,100,2.59
540,Victor Harbor,AU,2022-08-31 18:08:16,-35.5667,138.6167,45.68,74,66,6.91
541,Buala,SB,2022-08-31 18:08:16,-8.145,159.5921,79.39,84,100,10.07
542,Sumiswald,CH,2022-08-31 18:08:16,47.0275,7.7453,65.73,82,60,6.49
543,Shar,KZ,2022-08-31 18:08:16,49.5886,81.0453,67.53,30,22,3.11
544,Taklisah,TN,2022-08-31 18:08:17,36.7833,10.6333,84.61,70,91,9.93
545,Agnibilekrou,CI,2022-08-31 18:08:17,7.1344,-3.2047,74.95,86,99,3.15
546,Rio Grande,BR,2022-08-31 18:08:18,-32.035,-52.0986,69.91,68,74,10.29
547,Opelousas,US,2022-08-31 18:08:18,30.5335,-92.0815,91.89,66,40,4.61
548,Kichera,RU,2022-08-31 18:09:18,55.9375,110.0997,46.0,98,100,2.98
549,Fiumicino,IT,2022-08-31 18:06:55,41.7675,12.2291,84.02,69,40,9.22
550,Panguipulli,CL,2022-08-31 18:09:19,-39.6333,-72.3333,56.12,68,87,3.42
551,Upington,ZA,2022-08-31 18:09:19,-28.4478,21.2561,73.72,28,64,12.57
552,Nemuro,JP,2022-08-31 18:09:20,43.3236,145.575,66.27,98,100,10.04
553,General Roca,AR,2022-08-31 18:09:20,-39.0333,-67.5833,72.63,23,100,5.95
554,Nuuk,GL,2022-08-31 18:09:20,64.1835,-51.7216,43.41,65,75,3.44
555,San Felipe,VE,2022-08-31 18:09:21,10.3399,-68.7425,81.48,71,99,1.59
556,Talas,TR,2022-08-31 18:09:21,38.6908,35.5538,77.67,47,40,1.14
557,Lagoa,PT,2022-08-31 18:09:21,39.05,-27.9833,72.37,78,46,10.45
558,Cidreira,BR,2022-08-31 18:09:22,-30.1811,-50.2056,63.7,71,1,14.99
559,Balkanabat,TM,2022-08-31 18:09:22,39.5108,54.3671,86.9,20,0,2.75
560,Tadine,NC,2022-08-31 18:09:22,-21.55,167.8833,69.73,72,100,12.15
561,Puerto Escondido,MX,2022-08-31 18:08:14,15.85,-97.0667,86.83,62,40,9.22
562,Catamarca,AR,2022-08-31 18:09:23,-28.4696,-65.7852,82.58,17,0,1.99
563,Astoria,US,2022-08-31 18:09:23,46.1879,-123.8313,66.15,83,20,11.5
564,La Peca,PE,2022-08-31 18:09:23,-5.6111,-78.435,82.74,46,50,2.75
565,Abha,SA,2022-08-31 18:05:37,18.2164,42.5053,68.25,73,0,0.0
566,Grand-Santi,GF,2022-08-31 18:09:24,4.25,-54.3833,93.83,42,98,2.73
567,Lunenburg,CA,2022-08-31 18:09:24,44.3835,-64.3155,72.48,92,86,19.91
568,Mahajanga,MG,2022-08-31 18:09:24,-15.7167,46.3167,76.77,63,3,11.03
569,Madaoua,NE,2022-08-31 18:09:25,14.073,5.96,91.98,41,88,9.19
